image_name,angle
images/0.png,-14
images/1.png,-14
images/2.png,-14
images/3.png,-14
images/4.png,-14
images/5.png,-14
images/6.png,-14
images/7.png,-14
images/8.png,-14
images/9.png,-14
images/10.png,-14
images/11.png,-14
images/12.png,-14
images/13.png,-14
images/14.png,-14
images/15.png,-14
images/16.png,-14
images/17.png,-14
images/18.png,-14
images/19.png,-14
images/20.png,-14
images/21.png,-14
images/22.png,-14
images/23.png,-14
images/24.png,-14
images/25.png,-14
images/26.png,-14
images/27.png,-14
images/28.png,-14
images/29.png,-14
images/30.png,-14
images/31.png,-14
images/32.png,-14
images/33.png,-14
images/34.png,-14
images/35.png,-14
images/36.png,-14
images/37.png,-14
images/38.png,-14
images/39.png,-14
images/40.png,-14
images/41.png,-14
images/42.png,-14
images/43.png,-14
images/44.png,-14
images/45.png,-14
images/46.png,-14
images/47.png,-14
images/48.png,-14
images/49.png,-14
images/50.png,-14
images/51.png,-14
images/52.png,-14
images/53.png,-14
images/54.png,-14
images/55.png,-14
images/56.png,-14
images/57.png,-14
images/58.png,-14
images/59.png,-14
images/60.png,-14
images/61.png,-14
images/62.png,-14
images/63.png,-14
images/64.png,-14
images/65.png,-14
images/66.png,-14
images/67.png,-14
images/68.png,-14
images/69.png,-14
images/70.png,-14
images/71.png,-14
images/72.png,-14
images/73.png,-14
images/74.png,-14
images/75.png,-14
images/76.png,-14
images/77.png,-14
images/78.png,-14
images/79.png,-14
images/80.png,-14
images/81.png,-14
images/82.png,-14
images/83.png,-14
images/84.png,-14
images/85.png,-14
images/86.png,-14
images/87.png,-14
images/88.png,-14
images/89.png,-14
images/90.png,-14
images/91.png,-14
images/92.png,-14
images/93.png,-14
images/94.png,-14
images/95.png,-14
images/96.png,-14
images/97.png,-14
images/98.png,-14
images/99.png,-14
images/100.png,-14
images/101.png,-14
images/102.png,-14
images/103.png,-14
images/104.png,-14
images/105.png,-14
images/106.png,-14
images/107.png,-14
images/108.png,-14
images/109.png,-14
images/110.png,-14
images/111.png,-14
images/112.png,-14
images/113.png,-14
images/114.png,-14
images/115.png,-14
images/116.png,-14
images/117.png,-14
images/118.png,-14
images/119.png,-14
images/120.png,-14
images/121.png,-14
images/122.png,-14
images/123.png,-14
images/124.png,-14
images/125.png,-14
images/126.png,-14
images/127.png,-14
images/128.png,-14
images/129.png,-14
images/130.png,-14
images/131.png,-14
images/132.png,-14
images/133.png,-14
images/134.png,-14
images/135.png,-14
images/136.png,-14
images/137.png,-14
images/138.png,-14
images/139.png,-14
images/140.png,-14
images/141.png,-14
images/142.png,-14
images/143.png,-14
images/144.png,-14
images/145.png,-14
images/146.png,-14
images/147.png,-14
images/148.png,-14
images/149.png,-14
images/150.png,-14
images/151.png,-14
images/152.png,-14
images/153.png,-14
images/154.png,-14
images/155.png,-14
images/156.png,-14
images/157.png,-14
images/158.png,-14
images/159.png,-14
images/160.png,-14
images/161.png,-14
images/162.png,-14
images/163.png,-14
images/164.png,-14
images/165.png,-14
images/166.png,-14
images/167.png,-14
images/168.png,-14
images/169.png,-14
images/170.png,-14
images/171.png,-14
images/172.png,-14
images/173.png,-14
images/174.png,-14
images/175.png,-14
images/176.png,-14
images/177.png,-14
images/178.png,-14
images/179.png,-14
images/180.png,-14
images/181.png,-14
images/182.png,-14
images/183.png,-14
images/184.png,-14
images/185.png,-14
images/186.png,-14
images/187.png,-14
images/188.png,-14
images/189.png,-14
images/190.png,-14
images/191.png,-14
images/192.png,-14
images/193.png,-14
images/194.png,-14
images/195.png,-14
images/196.png,-14
images/197.png,-14
images/198.png,-14
images/199.png,-14
images/200.png,-14
images/201.png,-14
images/202.png,-14
images/203.png,-14
images/204.png,-14
images/205.png,-14
images/206.png,-14
images/207.png,-14
images/208.png,-14
images/209.png,-14
images/210.png,-14
images/211.png,-14
images/212.png,-14
images/213.png,-14
images/214.png,-14
images/215.png,-14
images/216.png,-14
images/217.png,-14
images/218.png,-14
images/219.png,-14
images/220.png,-14
images/221.png,-14
images/222.png,-14
images/223.png,-14
images/224.png,-14
images/225.png,-14
images/226.png,-14
images/227.png,-14
images/228.png,-14
images/229.png,-14
images/230.png,-14
images/231.png,-14
images/232.png,-14
images/233.png,-14
images/234.png,-14
images/235.png,-14
images/236.png,-14
images/237.png,-14
images/238.png,-14
images/239.png,-14
images/240.png,-14
images/241.png,-14
images/242.png,-14
images/243.png,-14
images/244.png,-14
images/245.png,-14
images/246.png,-14
images/247.png,-14
images/248.png,-14
images/249.png,-14
images/250.png,-14
images/251.png,-14
images/252.png,-14
images/253.png,-14
images/254.png,-14
images/255.png,-14
images/256.png,-14
images/257.png,-14
images/258.png,-14
images/259.png,-14
images/260.png,-14
images/261.png,-14
images/262.png,-14
images/263.png,-14
images/264.png,-14
images/265.png,-14
images/266.png,-14
images/267.png,-14
images/268.png,-14
images/269.png,-14
images/270.png,-14
images/271.png,-14
images/272.png,-14
images/273.png,-14
images/274.png,-14
images/275.png,-14
images/276.png,-14
images/277.png,-14
images/278.png,-14
images/279.png,-14
images/280.png,-14
images/281.png,-14
images/282.png,-14
images/283.png,-14
images/284.png,-14
images/285.png,-14
images/286.png,-14
images/287.png,-14
images/288.png,-14
images/289.png,-14
images/290.png,-14
images/291.png,-14
images/292.png,-14
images/293.png,-14
images/294.png,-14
images/295.png,-14
images/296.png,-14
images/297.png,-14
images/298.png,-14
images/299.png,-14
images/300.png,-14
images/301.png,-14
images/302.png,-14
images/303.png,-14
images/304.png,-14
images/305.png,-14
images/306.png,-14
images/307.png,-14
images/308.png,-14
images/309.png,-14
images/310.png,-14
images/311.png,-14
images/312.png,-14
images/313.png,-14
images/314.png,-14
images/315.png,-14
images/316.png,-14
images/317.png,-14
images/318.png,-14
images/319.png,-14
images/320.png,-14
images/321.png,-14
images/322.png,-14
images/323.png,-14
images/324.png,-14
images/325.png,-14
images/326.png,-14
images/327.png,-14
images/328.png,-14
images/329.png,-14
images/330.png,-14
images/331.png,-14
images/332.png,-14
images/333.png,-14
images/334.png,-14
images/335.png,-14
images/336.png,-14
images/337.png,-14
images/338.png,-14
images/339.png,-14
images/340.png,-14
images/341.png,-14
images/342.png,-14
images/343.png,-14
images/344.png,-14
images/345.png,-14
images/346.png,-14
images/347.png,-14
images/348.png,-14
images/349.png,-14
images/350.png,-14
images/351.png,-14
images/352.png,-14
images/353.png,-14
images/354.png,-14
images/355.png,-14
images/356.png,-14
images/357.png,-14
images/358.png,-14
images/359.png,-14
images/360.png,-14
images/361.png,-14
images/362.png,-14
images/363.png,-14
images/364.png,-14
images/365.png,-14
images/366.png,-14
images/367.png,-14
images/368.png,-14
images/369.png,-14
images/370.png,-14
images/371.png,-14
images/372.png,-14
images/373.png,-14
images/374.png,-14
images/375.png,-14
images/376.png,-14
images/377.png,-14
images/378.png,-14
images/379.png,-14
images/380.png,-14
images/381.png,-14
images/382.png,-14
images/383.png,-14
images/384.png,-14
images/385.png,-14
images/386.png,-14
images/387.png,-14
images/388.png,-14
images/389.png,-14
images/390.png,-14
images/391.png,-14
images/392.png,-14
images/393.png,-14
images/394.png,-14
images/395.png,-14
images/396.png,-14
images/397.png,-14
images/398.png,-14
images/399.png,-14
images/400.png,-14
images/401.png,-14
images/402.png,-14
images/403.png,-14
images/404.png,-14
images/405.png,-14
images/406.png,-14
images/407.png,-14
images/408.png,-14
images/409.png,-14
images/410.png,-14
images/411.png,-14
images/412.png,-14
images/413.png,-14
images/414.png,-14
images/415.png,-14
images/416.png,-14
images/417.png,-14
images/418.png,-14
images/419.png,-14
images/420.png,-14
images/421.png,-14
images/422.png,-14
images/423.png,-14
images/424.png,-14
images/425.png,-14
images/426.png,-14
images/427.png,-14
images/428.png,-14
images/429.png,-14
images/430.png,-14
images/431.png,-14
images/432.png,-14
images/433.png,-14
images/434.png,-14
images/435.png,-14
images/436.png,-14
images/437.png,-14
images/438.png,-14
images/439.png,-14
images/440.png,-14
images/441.png,-14
images/442.png,-14
images/443.png,-14
images/444.png,-14
images/445.png,-14
images/446.png,-14
images/447.png,-14
images/448.png,-14
images/449.png,-14
images/450.png,-14
images/451.png,-14
images/452.png,-14
images/453.png,-14
images/454.png,-14
images/455.png,-14
images/456.png,-14
images/457.png,-14
images/458.png,-14
images/459.png,-14
images/460.png,-14
images/461.png,-14
images/462.png,-14
images/463.png,-14
images/464.png,-14
images/465.png,-14
images/466.png,-14
images/467.png,-14
images/468.png,-14
images/469.png,-14
images/470.png,-14
images/471.png,-14
images/472.png,-14
images/473.png,-14
images/474.png,-14
images/475.png,-14
images/476.png,-14
images/477.png,-14
images/478.png,-14
images/479.png,-14
images/480.png,-14
images/481.png,-14
images/482.png,-14
images/483.png,-14
images/484.png,-14
images/485.png,-14
images/486.png,-14
images/487.png,-14
images/488.png,-14
images/489.png,-14
images/490.png,-14
images/491.png,-14
images/492.png,-14
images/493.png,-14
images/494.png,-14
images/495.png,-14
images/496.png,-14
images/497.png,-14
images/498.png,-14
images/499.png,-14
images/500.png,-14
images/501.png,-14
images/502.png,-14
images/503.png,-14
images/504.png,-14
images/505.png,-14
images/506.png,-14
images/507.png,-14
images/508.png,-14
images/509.png,-14
images/510.png,-14
images/511.png,-14
images/512.png,-14
images/513.png,-14
images/514.png,-14
images/515.png,-14
images/516.png,-14
images/517.png,-14
images/518.png,-14
images/519.png,-14
images/520.png,-14
images/521.png,-14
images/522.png,-14
images/523.png,-14
images/524.png,-14
images/525.png,-14
images/526.png,-14
images/527.png,-14
images/528.png,-14
images/529.png,-14
images/530.png,-14
images/531.png,-14
images/532.png,-14
images/533.png,-14
images/534.png,-14
images/535.png,-14
images/536.png,-14
images/537.png,-14
images/538.png,-14
images/539.png,-14
images/540.png,-14
images/541.png,-14
images/542.png,-14
images/543.png,-14
images/544.png,-14
images/545.png,-14
images/546.png,-14
images/547.png,-14
images/548.png,-14
images/549.png,-14
images/550.png,-14
images/551.png,-14
images/552.png,-14
images/553.png,-14
images/554.png,-14
images/555.png,-14
images/556.png,-14
images/557.png,-14
images/558.png,-14
images/559.png,-14
images/560.png,-14
images/561.png,-14
images/562.png,-14
images/563.png,-14
images/564.png,-14
images/565.png,-14
images/566.png,-14
images/567.png,-14
images/568.png,-14
images/569.png,-14
images/570.png,-14
images/571.png,-14
images/572.png,-14
images/573.png,-14
images/574.png,-14
images/575.png,-14
images/576.png,-14
images/577.png,-14
images/578.png,-14
images/579.png,-14
images/580.png,-14
images/581.png,-14
images/582.png,-14
images/583.png,-14
images/584.png,-14
images/585.png,-14
images/586.png,-14
images/587.png,-14
images/588.png,-14
images/589.png,-14
images/590.png,-14
images/591.png,-14
images/592.png,-14
images/593.png,-14
images/594.png,-14
images/595.png,-14
images/596.png,-14
images/597.png,-14
images/598.png,-14
images/599.png,-14
images/600.png,-14
images/601.png,-14
images/602.png,-14
images/603.png,-14
images/604.png,-14
images/605.png,-14
images/606.png,-14
images/607.png,-14
images/608.png,-14
images/609.png,-14
images/610.png,-14
images/611.png,-14
images/612.png,-14
images/613.png,-14
images/614.png,-14
images/615.png,-14
images/616.png,-14
images/617.png,-14
images/618.png,-14
images/619.png,-14
images/620.png,-14
images/621.png,-14
images/622.png,-14
images/623.png,-14
images/624.png,-14
images/625.png,-14
images/626.png,-14
images/627.png,-14
images/628.png,-14
images/629.png,-14
images/630.png,-14
images/631.png,-14
images/632.png,-14
images/633.png,-14
images/634.png,-14
images/635.png,-14
images/636.png,-14
images/637.png,-14
images/638.png,-14
images/639.png,-14
images/640.png,-14
images/641.png,-14
images/642.png,-14
images/643.png,-14
images/644.png,-14
images/645.png,-14
images/646.png,-14
images/647.png,-14
images/648.png,-14
images/649.png,-14
images/650.png,-14
images/651.png,-14
images/652.png,-14
images/653.png,-14
images/654.png,-14
images/655.png,-14
images/656.png,-14
images/657.png,-14
images/658.png,-14
images/659.png,-14
images/660.png,-14
images/661.png,-14
images/662.png,-14
images/663.png,-14
images/664.png,-14
images/665.png,-14
images/666.png,-14
images/667.png,-14
images/668.png,-14
images/669.png,-14
images/670.png,-14
images/671.png,-14
images/672.png,-14
images/673.png,-14
images/674.png,-14
images/675.png,-14
images/676.png,-14
images/677.png,-14
images/678.png,-14
images/679.png,-14
images/680.png,-14
images/681.png,-14
images/682.png,-14
images/683.png,-14
images/684.png,-14
images/685.png,-14
images/686.png,-14
images/687.png,-14
images/688.png,-14
images/689.png,-14
images/690.png,-14
images/691.png,-14
images/692.png,-14
images/693.png,-14
images/694.png,-14
images/695.png,-14
images/696.png,-14
images/697.png,-14
images/698.png,-14
images/699.png,-14
images/700.png,-14
images/701.png,-14
images/702.png,-14
images/703.png,-14
images/704.png,-14
images/705.png,-14
images/706.png,-14
images/707.png,-14
images/708.png,-14
images/709.png,-14
images/710.png,-14
images/711.png,-14
images/712.png,-14
images/713.png,-14
images/714.png,-14
images/715.png,-14
images/716.png,-14
images/717.png,-14
images/718.png,-14
images/719.png,-14
images/720.png,-14
images/721.png,-14
images/722.png,-14
images/723.png,-14
images/724.png,-14
images/725.png,-14
images/726.png,-14
images/727.png,-14
images/728.png,-14
images/729.png,-14
images/730.png,-14
images/731.png,-14
images/732.png,-14
images/733.png,-14
images/734.png,-14
images/735.png,-14
images/736.png,-14
images/737.png,-14
images/738.png,-14
images/739.png,-14
images/740.png,-14
images/741.png,-14
images/742.png,-14
images/743.png,-14
images/744.png,-14
images/745.png,-15
images/746.png,-15
images/747.png,-15
images/748.png,-15
images/749.png,-15
images/750.png,-15
images/751.png,-15
images/752.png,-15
images/753.png,-15
images/754.png,-15
images/755.png,-17
images/756.png,-17
images/757.png,-17
images/758.png,-17
images/759.png,-17
images/760.png,-17
images/761.png,-17
images/762.png,-17
images/763.png,-17
images/764.png,-17
images/765.png,-12
images/766.png,-12
images/767.png,-12
images/768.png,-12
images/769.png,-12
images/770.png,-12
images/771.png,-12
images/772.png,-12
images/773.png,-12
images/774.png,-12
images/775.png,-12
images/776.png,-12
images/777.png,-12
images/778.png,-18
images/779.png,-18
images/780.png,-18
images/781.png,-18
images/782.png,-18
images/783.png,-18
images/784.png,-18
images/785.png,-18
images/786.png,-18
images/787.png,-18
images/788.png,-13
images/789.png,-13
images/790.png,-13
images/791.png,-13
images/792.png,-13
